Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
GRIZZLY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,8,Total,NP,Times Blank Voted,0
GRIZZLY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,8,Total,NP,Times Counted,246
GRIZZLY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,8,Total,NP,Times Over Voted,0
GRIZZLY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,8,Total,NP,Yes,52
GROUSEMONT,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,No,163
GROUSEMONT,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Registered Voters,592
GROUSEMONT,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Blank Voted,0
GROUSEMONT,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Counted,239
GROUSEMONT,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Over Voted,0
GROUSEMONT,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Yes,76
GUENEVERE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,No,83
GUENEVERE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Registered Voters,339
GUENEVERE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Times Blank Voted,0
GUENEVERE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Times Counted,103
GUENEVERE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Times Over Voted,0
GUENEVERE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Yes,20
HAAS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,No,95
HAAS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Registered Voters,305
HAAS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Blank Voted,0
HAAS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Counted,146
HAAS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Over Voted,0
HAAS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Yes,51
HAM LAKE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,No,165
HAM LAKE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Registered Voters,463
HAM LAKE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Blank Voted,0
HAM LAKE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Counted,202
HAM LAKE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Over Voted,0
HAM LAKE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Yes,37
HANSEN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,201
HANSEN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,497
HANSEN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,0
HANSEN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,242
HANSEN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
HANSEN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,41
HAPPY VALLEY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,No,33
HAPPY VALLEY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Registered Voters,140
HAPPY VALLEY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Blank Voted,0
HAPPY VALLEY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Counted,49
HAPPY VALLEY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Over Voted,0
HAPPY VALLEY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Yes,16
HAPPY VALLEY,"Lake Washington School District No. 414 Proposition No. 1 General Obligation Bonds - $404,000,000",45,3,1,Total,NP,Approved,24
HAPPY VALLEY,"Lake Washington School District No. 414 Proposition No. 1 General Obligation Bonds - $404,000,000",45,3,1,Total,NP,Registered Voters,138
HAPPY VALLEY,"Lake Washington School District No. 414 Proposition No. 1 General Obligation Bonds - $404,000,000",45,3,1,Total,NP,Rejected,23
HAPPY VALLEY,"Lake Washington School District No. 414 Proposition No. 1 General Obligation Bonds - $404,000,000",45,3,1,Total,NP,Times Blank Voted,0
HAPPY VALLEY,"Lake Washington School District No. 414 Proposition No. 1 General Obligation Bonds - $404,000,000",45,3,1,Total,NP,Times Counted,47
HAPPY VALLEY,"Lake Washington School District No. 414 Proposition No. 1 General Obligation Bonds - $404,000,000",45,3,1,Total,NP,Times Over Voted,0
HERON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,No,87
HERON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Registered Voters,425
HERON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Times Blank Voted,0
HERON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Times Counted,122
HERON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Times Over Voted,0
HERON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Yes,35
HILL,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,No,168
HILL,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Registered Voters,496
HILL,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Blank Voted,0
HILL,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Counted,207
HILL,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Over Voted,0
HILL,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Yes,39
HI-VALLEY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,No,304
HI-VALLEY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Registered Voters,820
HI-VALLEY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Blank Voted,0
HI-VALLEY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Counted,406
HI-VALLEY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Over Voted,0
HI-VALLEY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Yes,102
HOBART,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,No,141
HOBART,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Registered Voters,413
HOBART,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Blank Voted,2
HOBART,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Counted,176
HOBART,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Over Voted,0
HOBART,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Yes,33
HOLIDAY LAKE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,No,216
HOLIDAY LAKE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Registered Voters,752
HOLIDAY LAKE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Blank Voted,0
HOLIDAY LAKE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Counted,334
HOLIDAY LAKE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Over Voted,0
HOLIDAY LAKE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Yes,118
HOLIDAY LAKE,"Lake Washington School District No. 414 Proposition No. 1 General Obligation Bonds - $404,000,000",45,3,1,Total,NP,Approved,157
HOLIDAY LAKE,"Lake Washington School District No. 414 Proposition No. 1 General Obligation Bonds - $404,000,000",45,3,1,Total,NP,Registered Voters,743
HOLIDAY LAKE,"Lake Washington School District No. 414 Proposition No. 1 General Obligation Bonds - $404,000,000",45,3,1,Total,NP,Rejected,172
HOLIDAY LAKE,"Lake Washington School District No. 414 Proposition No. 1 General Obligation Bonds - $404,000,000",45,3,1,Total,NP,Times Blank Voted,0
HOLIDAY LAKE,"Lake Washington School District No. 414 Proposition No. 1 General Obligation Bonds - $404,000,000",45,3,1,Total,NP,Times Counted,329
HOLIDAY LAKE,"Lake Washington School District No. 414 Proposition No. 1 General Obligation Bonds - $404,000,000",45,3,1,Total,NP,Times Over Voted,0
HOLLYMORE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,No,126
HOLLYMORE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Registered Voters,525
HOLLYMORE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Blank Voted,0
